,countincomments,countinposts,firstday,lastday
59,1647475,159007,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,1793590,163766,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,1581693,149268,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,1792632,165595,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,1699420,158575,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,1720151,158605,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,1740631,160540,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,1795525,170707,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,1807489,181265,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
68,1720826,171505,2017-08-31 00:00:00+00:00,2017-09-30 00:00:00+00:00
69,1816388,177113,2017-09-30 00:00:00+00:00,2017-10-31 00:00:00+00:00
70,1847349,195367,2017-10-31 00:00:00+00:00,2017-11-30 00:00:00+00:00
71,1853309,195971,2017-11-30 00:00:00+00:00,2017-12-31 00:00:00+00:00
72,2018570,200661,2017-12-31 00:00:00+00:00,2018-01-31 00:00:00+00:00
73,1884566,186664,2018-01-31 00:00:00+00:00,2018-02-28 00:00:00+00:00
74,2105720,238134,2018-02-28 00:00:00+00:00,2018-03-31 00:00:00+00:00
75,2096422,212911,2018-03-31 00:00:00+00:00,2018-04-30 00:00:00+00:00
76,2157853,231933,2018-04-30 00:00:00+00:00,2018-05-31 00:00:00+00:00
77,2147186,232277,2018-05-31 00:00:00+00:00,2018-06-30 00:00:00+00:00
78,2229856,250230,2018-06-30 00:00:00+00:00,2018-07-31 00:00:00+00:00
79,2242748,270152,2018-07-31 00:00:00+00:00,2018-08-31 00:00:00+00:00
80,2123083,241245,2018-08-31 00:00:00+00:00,2018-09-30 00:00:00+00:00
81,2252077,257548,2018-09-30 00:00:00+00:00,2018-10-31 00:00:00+00:00
82,2219130,277680,2018-10-31 00:00:00+00:00,2018-11-30 00:00:00+00:00
83,2332467,281168,2018-11-30 00:00:00+00:00,2018-12-31 00:00:00+00:00
84,2660218,293430,2018-12-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
85,2434094,283606,2019-01-31 00:00:00+00:00,2019-02-28 00:00:00+00:00
86,2672562,314289,2019-02-28 00:00:00+00:00,2019-03-31 00:00:00+00:00
87,2569211,307206,2019-03-31 00:00:00+00:00,2019-04-30 00:00:00+00:00
88,2664528,356351,2019-04-30 00:00:00+00:00,2019-05-31 00:00:00+00:00
89,2642849,306512,2019-05-31 00:00:00+00:00,2019-06-30 00:00:00+00:00
90,2841879,335875,2019-06-30 00:00:00+00:00,2019-07-31 00:00:00+00:00
91,3206649,338729,2019-07-31 00:00:00+00:00,2019-08-31 00:00:00+00:00
92,2613942,314312,2019-08-31 00:00:00+00:00,2019-09-30 00:00:00+00:00
93,2758444,331299,2019-09-30 00:00:00+00:00,2019-10-31 00:00:00+00:00
94,3039960,324147,2019-10-31 00:00:00+00:00,2019-11-30 00:00:00+00:00
95,3193027,417329,2019-11-30 00:00:00+00:00,2019-12-31 00:00:00+00:00
96,3122352,353508,2019-12-31 00:00:00+00:00,2020-01-31 00:00:00+00:00
97,3053371,379725,2020-01-31 00:00:00+00:00,2020-02-29 00:00:00+00:00
98,2964454,609288,2020-02-29 00:00:00+00:00,2020-03-31 00:00:00+00:00
99,3477989,431909,2020-03-31 00:00:00+00:00,2020-04-30 00:00:00+00:00
100,3780236,547146,2020-04-30 00:00:00+00:00,2020-05-31 00:00:00+00:00
101,3669425,414153,2020-05-31 00:00:00+00:00,2020-06-30 00:00:00+00:00
102,3805996,421265,2020-06-30 00:00:00+00:00,2020-07-31 00:00:00+00:00
103,3806698,424952,2020-07-31 00:00:00+00:00,2020-08-31 00:00:00+00:00
104,3517162,388962,2020-08-31 00:00:00+00:00,2020-09-30 00:00:00+00:00
105,3649679,405103,2020-09-30 00:00:00+00:00,2020-10-31 00:00:00+00:00
106,3436780,385013,2020-10-31 00:00:00+00:00,2020-11-30 00:00:00+00:00
107,3945626,422590,2020-11-30 00:00:00+00:00,2020-12-31 00:00:00+00:00
108,3603689,477643,2020-12-31 00:00:00+00:00,2021-01-31 00:00:00+00:00
109,3059514,352498,2021-01-31 00:00:00+00:00,2021-02-28 00:00:00+00:00
